city_name,record_date,AVERAGE_CONFIDENCE,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,AVERAGE_RAIN
Braga,2018-09-30 01:00:00,0.75,Low,39.1,7.8,65.5,16.0,1016.0,100.0,1.0,75.0,0.0
Braga,2018-09-30 00:00:00,0.86,Low,40.4,4.8,66.3,15.0,1016.0,100.0,0.0,75.0,0.0
Braga,2018-09-29 23:00:00,0.84,High,40.4,20.7,66.3,15.0,1016.0,93.0,0.0,40.0,0.0
Braga,2018-09-29 21:00:00,0.81,Low,40.4,5.0,66.3,15.0,1016.0,100.0,0.0,0.0,0.0
Braga,2018-09-29 20:00:00,0.91,Low,39.1,2.6,65.5,17.0,1016.0,93.0,0.0,0.0,0.0
Braga,2018-09-29 19:00:00,0.93,Medium,39.1,13.9,65.5,17.0,1016.0,93.0,2.0,20.0,0.0
Braga,2018-09-29 18:00:00,0.91,Medium,39.1,3.5,65.5,18.0,1016.0,88.0,3.0,20.0,0.0
Braga,2018-09-29 16:00:00,0.93,Low,40.4,0.7,66.3,19.0,1016.0,77.0,3.0,0.0,0.0
Braga,2018-09-29 15:00:00,0.92,Medium,39.9,3.8,72.0,20.0,1016.0,72.0,3.0,0.0,0.0
Braga,2018-09-29 12:00:00,0.91,Medium,40.5,5.8,69.2,19.0,1017.0,82.0,3.0,0.0,0.0
Braga,2018-09-29 10:00:00,0.94,Medium,40.4,10.5,66.3,18.0,1017.0,82.0,3.0,20.0,0.0
Braga,2018-09-29 09:00:00,0.86,Low,40.4,5.3,66.3,15.0,1018.0,100.0,0.0,20.0,0.0
Braga,2018-09-29 07:00:00,0.71,Low,41.9,0.2,61.4,14.0,1017.0,100.0,1.0,40.0,0.0
Braga,2018-09-29 06:00:00,0.62,Low,43.9,0.5,55.0,14.0,1017.0,100.0,1.0,90.0,0.0
Braga,2018-09-29 05:00:00,0.61,Low,45.1,2.2,54.8,14.0,1017.0,100.0,1.0,75.0,0.0
Braga,2018-09-29 04:00:00,0.62,None,44.8,0.0,61.5,14.0,1017.0,100.0,1.0,75.0,0.0
Braga,2018-09-29 03:00:00,0.62,None,39.7,0.0,70.3,15.0,1018.0,93.0,1.0,90.0,0.0
Braga,2018-09-29 01:00:00,0.71,None,40.5,0.0,69.2,15.0,1018.0,100.0,3.0,75.0,0.0
Braga,2018-09-29 00:00:00,0.81,None,40.4,0.0,66.3,15.0,1018.0,100.0,1.0,75.0,0.0
Braga,2018-09-28 23:00:00,0.82,Low,40.1,0.8,67.2,14.0,1019.0,100.0,0.0,20.0,0.0
Braga,2018-09-28 22:00:00,0.86,Low,40.5,1.6,69.2,15.0,1019.0,93.0,1.0,0.0,0.0
Braga,2018-09-28 21:00:00,0.88,Low,39.9,1.4,68.7,16.0,1019.0,93.0,2.0,20.0,0.0
Braga,2018-09-28 20:00:00,0.89,Medium,39.3,5.2,70.2,16.0,1019.0,93.0,3.0,0.0,0.0
Braga,2018-09-28 17:00:00,0.92,Very_High,40.4,88.2,66.3,20.0,1019.0,68.0,6.0,20.0,0.0
Braga,2018-09-28 15:00:00,0.89,Medium,39.1,9.3,68.4,21.0,1019.0,64.0,6.0,0.0,0.0
Braga,2018-09-28 14:00:00,0.93,High,40.4,23.6,66.3,21.0,1020.0,68.0,6.0,0.0,0.0
Braga,2018-09-28 12:00:00,0.93,High,39.1,33.9,65.5,21.0,1021.0,77.0,3.0,0.0,0.0
Braga,2018-09-28 11:00:00,0.91,High,39.1,32.5,65.5,21.0,1022.0,83.0,2.0,0.0,0.0
Braga,2018-09-28 10:00:00,0.86,High,39.1,24.5,68.4,18.0,1022.0,100.0,1.0,40.0,0.0
Braga,2018-09-28 09:00:00,0.89,High,39.1,14.7,65.5,16.0,1022.0,100.0,1.0,75.0,0.0
Braga,2018-09-28 08:00:00,0.94,Very_High,42.1,29.0,60.2,16.0,1022.0,100.0,1.0,90.0,0.0
Braga,2018-09-28 06:00:00,0.64,None,41.9,0.0,63.9,16.0,1021.0,100.0,1.0,90.0,0.0
Braga,2018-09-28 05:00:00,0.62,None,45.0,0.0,58.9,15.0,1021.0,100.0,0.0,75.0,0.0
Braga,2018-09-28 04:00:00,0.5,None,43.8,0.0,68.4,16.0,1021.0,100.0,1.0,75.0,0.0
Braga,2018-09-28 02:00:00,0.67,None,44.8,0.0,61.5,17.0,1023.0,100.0,2.0,75.0,0.0
Braga,2018-09-28 01:00:00,0.66,None,40.1,0.0,69.2,17.0,1023.0,93.0,1.0,20.0,0.0
Braga,2018-09-27 23:00:00,0.73,None,40.7,0.0,71.1,18.0,1024.0,93.0,0.0,0.0,0.0
Braga,2018-09-27 22:00:00,0.77,Low,42.1,5.1,60.2,19.0,1024.0,88.0,0.0,0.0,0.0
Braga,2018-09-27 21:00:00,0.88,Low,40.4,0.6,66.3,20.0,1024.0,88.0,0.0,0.0,0.0
Braga,2018-09-27 19:00:00,0.9,High,39.3,14.9,66.9,22.0,1024.0,83.0,3.0,0.0,0.0
Braga,2018-09-27 18:00:00,0.9,Very_High,40.4,65.6,66.3,24.0,1024.0,73.0,3.0,0.0,0.0
Braga,2018-09-27 17:00:00,0.92,Very_High,40.4,67.0,66.3,25.0,1024.0,69.0,4.0,0.0,0.0
Braga,2018-09-27 15:00:00,0.94,High,39.1,13.3,65.5,26.0,1025.0,61.0,2.0,0.0,0.0
Braga,2018-09-27 14:00:00,0.86,Medium,37.6,8.1,64.5,27.0,1025.0,54.0,2.0,0.0,0.0
Braga,2018-09-27 13:00:00,0.91,High,37.6,18.4,64.5,27.0,1026.0,54.0,2.0,0.0,0.0
Braga,2018-09-27 12:00:00,0.92,High,37.6,32.2,67.6,28.0,1026.0,48.0,3.0,0.0,0.0
Braga,2018-09-27 09:00:00,0.92,High,39.1,17.6,65.5,24.0,1026.0,69.0,1.0,0.0,0.0
Braga,2018-09-27 08:00:00,0.94,Very_High,40.4,32.8,66.3,18.0,1025.0,88.0,1.0,0.0,0.0
Braga,2018-09-27 07:00:00,0.84,High,39.1,10.3,68.4,17.0,1025.0,93.0,0.0,0.0,0.0
Braga,2018-09-27 06:00:00,0.72,Low,42.1,2.1,60.2,17.0,1024.0,93.0,0.0,0.0,0.0
Braga,2018-09-27 05:00:00,0.63,None,45.2,0.0,55.9,19.0,1024.0,88.0,0.0,0.0,0.0
Braga,2018-09-27 04:00:00,0.52,None,44.4,0.0,64.3,18.0,1024.0,93.0,0.0,0.0,0.0
Braga,2018-09-27 03:00:00,0.54,None,42.2,0.0,64.9,18.0,1024.0,93.0,0.0,0.0,0.0
Braga,2018-09-26 23:00:00,0.76,None,40.3,0.0,68.8,21.0,1024.0,83.0,1.0,0.0,0.0
Braga,2018-09-26 21:00:00,0.79,Low,40.4,5.5,66.3,21.0,1023.0,83.0,2.0,0.0,0.0
Braga,2018-09-26 20:00:00,0.85,Medium,40.5,8.6,69.2,22.0,1023.0,78.0,3.0,0.0,0.0
Braga,2018-09-26 19:00:00,0.95,High,41.8,19.6,60.9,23.0,1023.0,73.0,2.0,0.0,0.0
Braga,2018-09-26 18:00:00,0.92,Very_High,40.5,55.3,69.2,25.0,1022.0,65.0,3.0,0.0,0.0
Braga,2018-09-26 17:00:00,0.91,Very_High,40.1,59.8,67.2,26.0,1022.0,61.0,3.0,0.0,0.0
Braga,2018-09-26 16:00:00,0.91,Very_High,40.6,38.1,72.3,26.0,1022.0,57.0,2.0,0.0,0.0
Braga,2018-09-26 15:00:00,0.9,High,39.1,15.8,65.5,27.0,1022.0,54.0,3.0,0.0,0.0
Braga,2018-09-26 14:00:00,0.89,High,40.5,18.9,69.2,28.0,1022.0,48.0,4.0,0.0,0.0
Braga,2018-09-26 13:00:00,0.91,High,39.1,15.0,68.4,29.0,1022.0,39.0,6.0,0.0,0.0
Braga,2018-09-26 12:00:00,0.91,High,40.4,18.9,66.3,29.0,1022.0,32.0,4.0,0.0,0.0
Braga,2018-09-26 10:00:00,0.93,High,40.5,21.3,69.2,25.0,1022.0,36.0,2.0,0.0,0.0
Braga,2018-09-26 08:00:00,0.94,Very_High,40.4,58.9,66.3,20.0,1021.0,64.0,2.0,0.0,0.0
Braga,2018-09-26 07:00:00,0.8,Medium,40.4,7.6,66.3,17.0,1020.0,77.0,1.0,0.0,0.0
Braga,2018-09-26 06:00:00,0.76,None,42.9,0.0,58.3,18.0,1019.0,63.0,2.0,0.0,0.0
Braga,2018-09-26 05:00:00,0.63,None,40.5,0.0,69.3,20.0,1019.0,52.0,1.0,0.0,0.0
Braga,2018-09-26 04:00:00,0.55,None,39.6,0.0,68.2,19.0,1019.0,55.0,2.0,0.0,0.0
Braga,2018-09-26 02:00:00,0.54,None,39.7,0.0,81.1,24.0,1019.0,38.0,4.0,0.0,0.0
Braga,2018-09-26 01:00:00,0.58,None,40.8,0.0,61.9,19.0,1019.0,59.0,2.0,0.0,0.0
Braga,2018-09-26 00:00:00,0.7,None,42.6,0.0,50.8,20.0,1018.0,60.0,3.0,0.0,0.0
Braga,2018-09-25 23:00:00,0.76,None,40.1,0.0,67.2,19.0,1018.0,68.0,0.0,0.0,0.0
Braga,2018-09-25 21:00:00,0.82,Low,40.1,0.7,67.2,20.0,1018.0,68.0,1.0,0.0,0.0
Braga,2018-09-25 19:00:00,0.89,High,40.4,25.6,66.3,24.0,1018.0,53.0,2.0,0.0,0.0
Braga,2018-09-25 18:00:00,0.89,Very_High,39.1,65.3,65.5,28.0,1018.0,37.0,2.0,0.0,0.0
Braga,2018-09-25 16:00:00,0.9,High,40.4,24.9,66.3,29.0,1018.0,26.0,2.0,0.0,0.0
Braga,2018-09-25 15:00:00,0.91,Medium,39.1,10.6,65.5,29.0,1018.0,26.0,3.0,0.0,0.0
Braga,2018-09-25 14:00:00,0.89,Medium,40.3,10.4,67.7,32.0,1018.0,21.0,2.0,0.0,0.0
Braga,2018-09-25 13:00:00,0.93,Very_High,39.1,42.6,65.5,31.0,1019.0,19.0,5.0,0.0,0.0
Braga,2018-09-25 12:00:00,0.91,High,42.1,14.4,60.2,30.0,1020.0,19.0,6.0,0.0,0.0
Braga,2018-09-25 11:00:00,0.89,Medium,39.1,7.7,65.5,26.0,1020.0,19.0,6.0,0.0,0.0
Braga,2018-09-25 10:00:00,0.86,High,39.1,17.4,65.5,25.0,1020.0,20.0,8.0,0.0,0.0
Braga,2018-09-25 06:00:00,0.65,Low,45.0,0.9,57.9,23.0,1018.0,31.0,7.0,0.0,0.0
Braga,2018-09-25 05:00:00,0.51,None,46.3,0.0,70.0,24.0,1018.0,38.0,7.0,0.0,0.0
Braga,2018-09-25 04:00:00,0.54,None,41.9,0.0,62.2,25.0,1018.0,41.0,4.0,0.0,0.0
Braga,2018-09-25 03:00:00,0.56,None,46.5,0.0,66.0,24.0,1018.0,50.0,4.0,0.0,0.0
Braga,2018-09-25 02:00:00,0.58,None,46.1,0.0,66.9,18.0,1019.0,88.0,3.0,0.0,0.0
Braga,2018-09-25 01:00:00,0.55,None,41.6,0.0,64.9,18.0,1019.0,82.0,2.0,0.0,0.0
Braga,2018-09-25 00:00:00,0.65,None,40.4,0.0,66.3,20.0,1019.0,72.0,1.0,0.0,0.0
Braga,2018-09-24 23:00:00,0.73,None,40.4,0.0,66.3,19.0,1019.0,77.0,0.0,0.0,0.0
Braga,2018-09-24 22:00:00,0.85,Low,40.1,0.9,67.2,20.0,1019.0,72.0,1.0,0.0,0.0
Braga,2018-09-24 21:00:00,0.83,None,40.5,0.0,69.2,20.0,1019.0,72.0,0.0,0.0,0.0
Braga,2018-09-24 19:00:00,0.93,Very_High,40.7,76.2,67.8,25.0,1019.0,50.0,4.0,0.0,0.0
Braga,2018-09-24 18:00:00,0.94,Very_High,40.4,98.2,66.3,27.0,1019.0,44.0,4.0,0.0,0.0
Braga,2018-09-24 17:00:00,0.91,Very_High,40.4,133.7,66.3,28.0,1019.0,45.0,5.0,0.0,0.0
Braga,2018-09-24 16:00:00,0.91,High,40.4,19.3,66.3,29.0,1019.0,45.0,5.0,0.0,0.0
Braga,2018-09-24 15:00:00,0.88,High,40.4,15.6,66.3,29.0,1020.0,48.0,5.0,0.0,0.0
Braga,2018-09-24 13:00:00,0.93,High,39.1,25.9,65.5,33.0,1021.0,33.0,2.0,0.0,0.0
Braga,2018-09-24 12:00:00,0.91,High,39.1,12.3,65.5,31.0,1022.0,38.0,4.0,0.0,0.0
Braga,2018-09-24 11:00:00,0.9,High,39.1,27.0,65.5,30.0,1022.0,40.0,4.0,0.0,0.0
Braga,2018-09-24 10:00:00,0.88,Medium,39.1,5.2,68.4,28.0,1022.0,48.0,4.0,0.0,0.0
Braga,2018-09-24 09:00:00,0.93,Medium,40.7,6.3,58.9,25.0,1022.0,57.0,3.0,0.0,0.0
Braga,2018-09-24 08:00:00,0.94,Very_High,40.5,48.2,69.2,20.0,1021.0,82.0,2.0,0.0,0.0
Braga,2018-09-24 07:00:00,0.88,High,40.4,22.3,66.3,20.0,1021.0,77.0,3.0,0.0,0.0
Braga,2018-09-24 06:00:00,0.74,None,42.6,0.0,50.8,15.0,1021.0,100.0,1.0,0.0,0.0
Braga,2018-09-24 05:00:00,0.63,None,44.2,0.0,57.1,15.0,1021.0,100.0,0.0,0.0,0.0
Braga,2018-09-24 04:00:00,0.55,None,43.1,0.0,58.2,15.0,1021.0,100.0,0.0,0.0,0.0
Braga,2018-09-24 03:00:00,0.52,None,39.7,0.0,81.1,15.0,1021.0,100.0,0.0,0.0,0.0
Braga,2018-09-24 02:00:00,0.63,None,45.0,0.0,55.3,16.0,1022.0,93.0,0.0,0.0,0.0
Braga,2018-09-24 01:00:00,0.61,None,42.3,0.0,62.8,16.0,1022.0,93.0,0.0,0.0,0.0
Braga,2018-09-24 00:00:00,0.67,None,40.4,0.0,66.3,17.0,1022.0,93.0,0.0,0.0,0.0
Braga,2018-09-23 22:00:00,0.79,None,40.4,0.0,66.3,18.0,1022.0,93.0,0.0,0.0,0.0
Braga,2018-09-23 20:00:00,0.83,Medium,40.1,5.4,67.2,20.0,1022.0,82.0,2.0,0.0,0.0
Braga,2018-09-23 19:00:00,0.84,Low,39.1,2.2,71.7,22.0,1022.0,73.0,3.0,0.0,0.0
Braga,2018-09-23 18:00:00,0.92,High,40.1,11.8,67.2,23.0,1022.0,69.0,4.0,0.0,0.0
Braga,2018-09-23 17:00:00,0.93,Medium,38.7,7.1,66.4,24.0,1022.0,64.0,6.0,0.0,0.0
Braga,2018-09-23 15:00:00,0.93,Medium,40.5,6.1,60.1,24.0,1022.0,69.0,4.0,0.0,0.0
Braga,2018-09-23 14:00:00,0.86,Medium,40.3,3.5,68.8,24.0,1023.0,69.0,3.0,0.0,0.0
Braga,2018-09-23 11:00:00,0.92,Low,38.7,5.1,69.6,22.0,1024.0,73.0,2.0,0.0,0.0
Braga,2018-09-23 10:00:00,0.79,Low,39.1,1.4,68.4,22.0,1024.0,73.0,1.0,0.0,0.0
Braga,2018-09-23 09:00:00,0.84,None,40.2,0.0,74.1,19.0,1023.0,88.0,1.0,0.0,0.0
Braga,2018-09-23 06:00:00,0.57,None,44.4,0.0,60.2,12.0,1022.0,100.0,0.0,0.0,0.0
Braga,2018-09-23 04:00:00,0.6,None,42.3,0.0,67.9,13.0,1022.0,100.0,0.0,0.0,0.0
Braga,2018-09-23 03:00:00,0.6,Low,40.3,0.6,70.7,13.0,1022.0,100.0,0.0,0.0,0.0
Braga,2018-09-23 02:00:00,0.8,Low,41.3,0.6,66.3,14.0,1022.0,100.0,0.0,0.0,0.0
Braga,2018-09-23 01:00:00,0.76,Low,40.3,6.3,67.7,14.0,1023.0,100.0,0.0,0.0,0.0
Braga,2018-09-23 00:00:00,0.85,Low,40.7,9.6,67.8,14.0,1023.0,100.0,0.0,0.0,0.0
Braga,2018-09-22 23:00:00,0.88,Low,39.9,1.2,68.7,15.0,1023.0,100.0,0.0,0.0,0.0
Braga,2018-09-22 22:00:00,0.82,Medium,40.4,12.8,66.3,17.0,1023.0,93.0,1.0,0.0,0.0
Braga,2018-09-22 20:00:00,0.91,Medium,40.5,8.4,69.2,18.0,1022.0,88.0,2.0,0.0,0.0
Braga,2018-09-22 19:00:00,0.94,High,43.9,6.5,53.0,20.0,1022.0,82.0,4.0,0.0,0.0
Braga,2018-09-22 17:00:00,0.92,Low,37.2,5.4,69.3,23.0,1022.0,73.0,3.0,0.0,0.0
Braga,2018-09-22 16:00:00,0.92,None,40.4,0.0,72.1,23.0,1022.0,73.0,4.0,0.0,0.0
Braga,2018-09-22 15:00:00,0.92,Low,37.6,2.2,64.5,22.0,1022.0,78.0,4.0,0.0,0.0
Braga,2018-09-22 14:00:00,0.92,Medium,39.1,12.1,65.5,23.0,1023.0,73.0,4.0,0.0,0.0
Braga,2018-09-22 13:00:00,0.91,Medium,39.1,14.7,68.4,22.0,1023.0,73.0,4.0,0.0,0.0
Braga,2018-09-22 12:00:00,0.94,Medium,38.5,25.1,73.5,22.0,1023.0,78.0,2.0,0.0,0.0
Braga,2018-09-22 11:00:00,0.92,Medium,40.9,6.5,60.2,23.0,1023.0,73.0,2.0,0.0,0.0
Braga,2018-09-22 10:00:00,0.92,Medium,40.4,10.1,66.3,21.0,1023.0,83.0,1.0,0.0,0.0
Braga,2018-09-22 09:00:00,0.9,Low,38.7,2.8,66.4,18.0,1023.0,100.0,1.0,0.0,0.0
Braga,2018-09-22 08:00:00,0.83,Low,40.4,0.9,66.3,15.0,1022.0,100.0,1.0,0.0,0.0
Braga,2018-09-22 07:00:00,0.76,Low,40.4,0.6,66.3,13.0,1022.0,100.0,0.0,20.0,0.0
Braga,2018-09-22 06:00:00,0.6,Low,37.4,1.7,75.1,13.0,1021.0,100.0,2.0,20.0,0.0
Braga,2018-09-22 05:00:00,0.59,None,42.1,0.0,60.2,13.0,1021.0,100.0,0.0,20.0,0.0
Braga,2018-09-22 04:00:00,0.56,None,45.0,0.0,58.9,14.0,1021.0,100.0,0.0,20.0,0.0
Braga,2018-09-22 03:00:00,0.64,None,45.0,0.0,55.3,14.0,1021.0,100.0,0.0,20.0,0.0
Braga,2018-09-22 02:00:00,0.64,None,40.3,0.0,67.7,15.0,1021.0,100.0,0.0,20.0,0.0
Braga,2018-09-22 01:00:00,0.7,Low,40.4,0.3,66.3,16.0,1022.0,100.0,0.0,20.0,0.0
Braga,2018-09-21 23:00:00,0.82,None,39.1,0.0,65.5,17.0,1022.0,100.0,0.0,0.0,0.0
Braga,2018-09-21 20:00:00,0.9,Low,38.7,5.6,66.4,19.0,1021.0,88.0,4.0,0.0,0.0
Braga,2018-09-21 19:00:00,0.93,Very_High,40.5,34.4,69.2,19.0,1021.0,88.0,3.0,0.0,0.0
Braga,2018-09-21 18:00:00,0.92,Very_High,39.1,59.2,65.5,20.0,1021.0,82.0,5.0,0.0,0.0
Braga,2018-09-21 17:00:00,0.94,Very_High,40.4,80.0,66.3,21.0,1021.0,77.0,5.0,0.0,0.0
Braga,2018-09-21 16:00:00,0.94,Very_High,40.4,41.0,66.3,22.0,1021.0,73.0,5.0,0.0,0.0
Braga,2018-09-21 13:00:00,0.92,High,37.6,52.2,67.6,22.0,1022.0,73.0,4.0,0.0,0.0
Braga,2018-09-21 12:00:00,0.93,High,38.4,29.9,67.2,23.5,1022.0,62.0,2.0,20.0,0.0
Braga,2018-09-21 11:00:00,0.92,High,39.1,12.6,68.4,22.0,1022.0,68.0,2.0,20.0,0.0
Braga,2018-09-21 10:00:00,0.89,Medium,40.4,7.8,66.3,21.0,1022.0,77.0,1.0,20.0,0.0
Braga,2018-09-21 09:00:00,0.9,High,37.6,15.6,67.6,18.0,1022.0,93.0,1.0,75.0,0.0
Braga,2018-09-21 07:00:00,0.81,Medium,40.4,13.9,66.3,17.0,1021.0,93.0,1.0,75.0,0.0
Braga,2018-09-21 05:00:00,0.6,None,44.1,0.0,54.5,18.0,1020.0,93.0,1.0,90.0,0.0
Braga,2018-09-21 04:00:00,0.53,None,44.4,0.0,64.3,17.0,1020.0,100.0,0.0,90.0,0.0
Braga,2018-09-21 03:00:00,0.57,None,46.1,0.0,66.9,18.0,1020.0,93.0,1.0,75.0,0.0
Braga,2018-09-21 02:00:00,0.51,None,46.3,0.0,70.0,18.0,1021.0,93.0,2.0,75.0,0.0
Braga,2018-09-21 01:00:00,0.64,None,44.8,0.0,55.8,18.0,1021.0,93.0,0.0,75.0,0.0
Braga,2018-09-20 23:00:00,0.79,Medium,40.4,6.4,66.3,18.0,1021.0,93.0,0.0,90.0,0.0
Braga,2018-09-20 22:00:00,0.86,Low,40.4,3.7,66.3,18.0,1021.0,93.0,0.0,90.0,0.0
Braga,2018-09-20 21:00:00,0.81,None,39.1,0.0,68.4,17.0,1021.0,93.0,1.0,75.0,0.0
Braga,2018-09-20 20:00:00,0.92,None,38.7,0.0,66.4,17.0,1021.0,93.0,1.0,40.0,0.0
Braga,2018-09-20 19:00:00,0.85,Very_High,38.4,32.8,65.0,18.0,1021.0,88.0,2.0,20.0,0.0
Braga,2018-09-20 18:00:00,0.9,Very_High,40.4,77.2,66.3,18.0,1020.0,88.0,3.0,20.0,0.0
Braga,2018-09-20 17:00:00,0.94,Very_High,40.4,106.6,66.3,19.0,1020.0,88.0,2.0,20.0,0.0
Braga,2018-09-20 16:00:00,0.92,High,39.1,38.8,65.5,22.0,1020.0,68.0,3.0,0.0,0.0
Braga,2018-09-20 15:00:00,0.91,High,37.6,23.6,64.5,23.0,1020.0,64.0,3.0,0.0,0.0
Braga,2018-09-20 14:00:00,0.91,High,42.1,19.3,60.2,20.0,1021.0,82.0,2.0,20.0,0.0
Braga,2018-09-20 13:00:00,0.92,High,39.1,30.0,68.4,19.0,1022.0,88.0,3.0,20.0,0.0
Braga,2018-09-20 11:00:00,0.88,High,42.1,19.5,60.2,18.0,1022.0,100.0,2.0,90.0,0.0
Braga,2018-09-20 10:00:00,0.85,High,39.1,13.7,65.5,16.0,1021.0,100.0,2.0,90.0,0.0
Braga,2018-09-20 09:00:00,0.93,High,42.1,14.6,60.2,15.0,1021.0,100.0,2.0,90.0,0.0
Braga,2018-09-20 08:00:00,0.95,Very_High,40.4,55.0,66.3,15.0,1021.0,100.0,1.0,90.0,0.0
Braga,2018-09-20 07:00:00,0.84,Medium,40.4,4.3,66.3,15.0,1020.0,100.0,2.0,75.0,0.0
Braga,2018-09-20 05:00:00,0.66,None,42.8,0.0,62.9,15.0,1020.0,100.0,1.0,75.0,0.0
Braga,2018-09-20 04:00:00,0.58,None,37.9,0.0,66.5,14.0,1020.0,100.0,0.0,75.0,0.0
Braga,2018-09-20 03:00:00,0.54,None,41.9,0.0,71.4,14.0,1020.0,100.0,0.0,75.0,0.0
Braga,2018-09-20 02:00:00,0.64,Medium,43.9,3.7,53.0,15.0,1021.0,100.0,2.0,40.0,0.0
Braga,2018-09-20 01:00:00,0.64,Low,39.9,3.6,68.7,16.0,1021.0,100.0,2.0,20.0,0.0
Braga,2018-09-20 00:00:00,0.7,Low,39.7,2.4,68.2,17.0,1022.0,100.0,3.0,40.0,0.0
Braga,2018-09-19 23:00:00,0.73,Low,40.7,0.7,70.8,18.0,1022.0,93.0,4.0,75.0,0.0
Braga,2018-09-19 22:00:00,0.88,Low,39.1,1.3,68.4,18.0,1022.0,93.0,5.0,75.0,0.0
Braga,2018-09-19 21:00:00,0.8,Medium,40.4,5.0,66.3,18.0,1021.0,93.0,3.0,20.0,0.0
Braga,2018-09-19 20:00:00,0.86,Medium,39.1,7.9,65.5,18.0,1021.0,93.0,3.0,20.0,0.0
Braga,2018-09-19 19:00:00,0.94,Very_High,42.1,25.4,60.2,19.0,1021.0,88.0,5.0,0.0,0.0
Braga,2018-09-19 18:00:00,0.92,Very_High,39.3,67.3,66.9,20.0,1021.0,77.0,5.0,0.0,0.0
Braga,2018-09-19 16:00:00,0.88,High,40.4,32.4,66.3,22.0,1021.0,64.0,6.0,0.0,0.0
Braga,2018-09-19 15:00:00,0.94,High,39.4,20.8,65.7,23.0,1021.0,64.0,6.0,0.0,0.0
Braga,2018-09-19 14:00:00,0.93,High,39.1,9.5,68.4,23.0,1021.0,64.0,6.0,0.0,0.0
Braga,2018-09-19 12:00:00,0.9,High,39.1,20.2,65.5,22.0,1022.0,68.0,2.0,0.0,0.0
Braga,2018-09-19 11:00:00,0.91,High,40.4,18.9,66.3,22.0,1022.0,64.0,4.0,0.0,0.0
Braga,2018-09-19 10:00:00,0.86,High,39.1,20.7,68.4,20.0,1022.0,77.0,2.0,0.0,0.0
Braga,2018-09-19 08:00:00,0.93,Very_High,40.4,77.0,66.3,15.0,1021.0,100.0,1.0,0.0,0.0
Braga,2018-09-19 07:00:00,0.89,High,40.4,16.0,66.3,13.0,1020.0,100.0,1.0,92.0,0.0
Braga,2018-09-19 06:00:00,0.73,None,42.4,0.0,61.5,13.0,1020.0,100.0,1.0,20.0,0.0
Braga,2018-09-19 05:00:00,0.59,None,39.4,0.0,68.6,12.0,1020.0,100.0,1.0,20.0,0.0
Braga,2018-09-19 02:00:00,0.58,Low,40.7,0.2,67.8,13.0,1020.0,100.0,0.0,20.0,0.0
Braga,2018-09-19 00:00:00,0.69,None,42.8,0.0,62.9,14.0,1020.0,100.0,0.0,40.0,0.0
Braga,2018-09-18 23:00:00,0.67,None,40.1,0.0,70.4,15.0,1020.0,100.0,1.0,40.0,0.0
Braga,2018-09-18 20:00:00,0.85,Medium,40.4,17.6,66.3,16.0,1019.0,93.0,1.0,40.0,0.0
Braga,2018-09-18 19:00:00,0.92,High,40.4,46.2,66.3,18.0,1018.0,88.0,2.0,20.0,0.0
Braga,2018-09-18 18:00:00,0.92,Very_High,40.4,93.1,66.3,19.0,1018.0,88.0,2.0,20.0,0.0
Braga,2018-09-18 17:00:00,0.9,Very_High,39.3,82.3,66.9,19.0,1018.0,88.0,3.0,75.0,0.0
Braga,2018-09-18 16:00:00,0.94,High,40.4,26.5,66.3,18.0,1018.0,93.0,4.0,75.0,0.0
Braga,2018-09-18 15:00:00,0.93,High,40.4,16.2,66.3,18.0,1018.0,93.0,3.0,75.0,0.0
Braga,2018-09-18 14:00:00,0.92,High,39.1,17.4,65.5,21.0,1018.0,83.0,3.0,75.0,0.0
Braga,2018-09-18 13:00:00,0.92,High,39.1,27.3,65.5,21.0,1018.0,83.0,3.0,90.0,0.0
Braga,2018-09-18 12:00:00,0.92,High,39.1,14.5,65.5,21.0,1018.0,77.0,2.0,40.0,0.0
Braga,2018-09-18 11:00:00,0.88,Medium,39.1,13.6,68.4,19.0,1018.0,93.0,1.0,75.0,0.0
Braga,2018-09-18 09:00:00,0.9,High,40.4,10.6,66.3,18.0,1017.0,93.0,0.0,90.0,0.0
Braga,2018-09-18 07:00:00,0.84,High,40.4,10.3,66.3,17.0,1016.0,100.0,0.0,75.0,0.0
Braga,2018-09-18 06:00:00,0.67,Low,42.1,1.2,60.2,17.0,1016.0,100.0,1.0,75.0,0.0
Braga,2018-09-18 05:00:00,0.58,None,40.7,0.0,67.8,17.0,1016.0,100.0,1.0,75.0,0.0
Braga,2018-09-18 04:00:00,0.62,None,45.4,0.0,60.1,17.0,1016.0,100.0,1.0,75.0,0.0
Braga,2018-09-18 01:00:00,0.63,None,44.4,0.0,54.1,17.0,1016.0,100.0,2.0,75.0,0.0
Braga,2018-09-18 00:00:00,0.73,None,40.3,0.0,67.7,16.0,1016.0,100.0,0.0,75.0,0.0
Braga,2018-09-17 22:00:00,0.75,Low,39.1,1.3,65.5,16.0,1016.0,100.0,3.0,90.0,0.0
